"It was  a cord  of ma  ple,  cut  and split",-+-+-+-+-+,+--+-+-+-+
"And piled--  and mea  sured,  four  by four  by eight.",-+-+-+-+-+,-+-+-+-+-+
And not  a noth  er like  it could  I see.,-+-+-+-+-+,-+-+-+-+-+
No run  ner tracks  in this  year's snow  looped near it.,-+-+-+-+-+,-+-+-+-+++-
"And it  was ol  der sure  than this  year's cut ting,",-+-+-+-+-+,-+-+-+-+-+-
Or e  ven last  year's or  the year's  be fore.,-+-+-+-+-+,-+-++--+-+
The wood  was gray  and the  bark warp  ing off it,-+-+-+-+-+,-+-+--++-+-
And the  pile some  what sun  ken.  Cle  ma tis,-+-+-+-+-+,--++-+-+-+
Had wound  strings round  and round  it like  a bun dle.,-+-+-+-+-+,-+++-+---+-
What held  it though  on one  side was  a tree,-+-+-+-+-+,-+-+-++--+
"Still grow  ing,  and  on one  a stake  and prop,",-+-+-+-+-+,++---+-+-+
These la  tter a bout  to fall.   I thought  that on ly,-+-+-+-+-+,-+--+-+-+-+-
Some one  who lived  in turn  ing to  fresh tasks,-+-+-+-+-+,+--+-+--++
Could so  for get  his han  di work  on which,-+-+-+-+-+,-+-+-+-+-+
"He spent  him self,   the la  bor of  his ax,",-+-+-+-+-+,-+-+-+-+-+
And leave  it there  far from  a use  ful fi re place,-+-+-+-+-+,-+-++--+-+--
To warm  the fro  zen swamp  as best  it could,-+-+-+-+-+,-+-+-+-+-+
With the  slow smoke  less burn  ing of  de cay.,-+-+-+-+-+,--++-+-+-+
"Had I  the heav  ens' em broi  dered  cloths,",-+-+-+-+,-+-+--+-+
"En wrought  with gold  en and sil  ver  light,",-+-+-+-+,-+-+--+-+
The blue  and the dim  and the  dark  cloths,-+-+-+-+,-+--+--++
"Of night  and light  and the  half-  light,",-+-+-+-+,-+-+--++
I would spread  the cloths  un der  your  feet:,-+-+-+-+,--+-++--+
"But I,  be ing poor,  have on  ly my  dreams;",-+-+-+-+,-+--+-+--+
I have spread  my dreams  un der  your  feet;,-+-+-+-+,--+-++--+
Tread soft  ly be cause  you tread  on my  dreams.,-+-+-+-+,++--+-+--+|++----+--+
"Thou hast  made me,  and shall  thy work  de  cay?",-+-+-+-+-+,+-+---++-+
"Re pair  me now,  for now  mine end  doth  haste;",-+-+-+-+-+,-+-+-+-+-+
"I run  to death,  and death  meets me  as  fast,",-+-+-+-+-+,-+-+-+++-+
And all  my pleas  ures are  like yes  ter  day.,-+-+-+-+-+,-+-+--++-+
"I dare  not move  my dim  eyes a  ny  way,",-+-+-+-+-+,-+++-+++-+|-+-+-+++-+
De spair  be hind  and death  be fore  doth  cast,-+-+-+-+-+,-+-+-+-+-+
"Such ter  ror,  and  my fee  ble flesh  doth  waste",-+-+-+-+-+,++---+-+-+
"By sin  in it,  which it  towards hell  doth  weigh.",-+-+-+-+-+,-+-+-+-+-+
"On ly  thou art  a bove,  and when  towards  thee",-+-+-+-+-+,+-+--+-+-+
"By thy  leave I  can look,  I rise  a  gain;",-+-+-+-+-+,-++--+-+-+
But our  old sub  tle foe  so tempt  eth  me,-+-+-+-+-+,--++-+-+-+|--++-+++-+
That not  one hour  my self  I can  sus  tain.,-+-+-+-+-+,-+++-+---+
"Thy grace  may wing  me to  pre vent  his  art,",-+-+-+-+-+,++-+---+-+
And thou  like ad  a mant draw  mine i  ron  heart.,-+-+-+-+-+,-+-+--+-+-+
"When, in  dis grace  with for  tune and  men's  eyes,",-+-+-+-+-+,+--+-+--++
"I all  a lone  be weep  my out  cast  state,",-+-+-+-+-+,-+-+-+-+-+
"And trou  ble deaf  heav en  with my boot  less  cries,",-+-+-+-+-+,-+-++---+-+
"And look  up on  my self,  and curse  my  fate,",-+-+-+-+-+,-+-+-+-+-+
"Wish ing  me like  to one  more rich  in  hope,",-+-+-+-+-+,+--+-+-+-+|+--+-+++-+
"Fea tured  like him,  like him  with friends  pos  sessed,",-+-+-+-+-+,+--+-+-+-+
"De sir  ing this  man's art  and that  man's  scope,",-+-+-+-+-+,-+-+-+-+-+
With what  I most  en joy  con tent  ed  least;,-+-+-+-+-+,-+-+-+-+-+
"Yet in  these thoughts  my self  al most  de  spis ing,",-+-+-+-+-+,+-++-+-+-+-
"Hap ly  I think  on thee-- and then  my  state,",-+-+-+-+-+,+--+-+-+-+
Like to  the lark  at break  of day  a  ris ing,-+-+-+-+-+,+--+-+-+-+-
"From sul  len earth,  sings hymns  at heav  en's  gate;",-+-+-+-+-+,-+-+++-+-+
For thy  sweet love  re mem  bered such  wealth  brings,-+-+-+-+-+,-+++-+-+++
That then  I scorn  to change  my state  with  kings.,-+-+-+-+-+,-+-+-+-+-+
"Blow, winds,  and crack  your cheeks.  Rage, blow.",-+-+-+-+-+,++-+-+++
"You cat  a racts  and hur  ri ca  noes,  spout",-+-+-+-+-+,-+-+-+-+-+
"Till you  have drenched  our stee  ples, drowned  the cocks.",-+-+-+-+-+,+--+-+-+-+
"You sul  ph'rous and  thought- ex  e cut  ing fi res,",-+-+-+-+-+,-+--++-+-+-
"Vaunt- cou  riers of  oak- cleav  ing thun  der bolts,",-+-+-+-+-+,++--++-+-+
"Singe my  white head.  And thou,  all- shak  ing thun der,",-+-+-+-+-+,+-++-+++-+-
"Strike flat  the thick  ro tun  di ty of  the world,",-+-+-+-+-+,++-+-+--+-+
"Crack Na  ture's moulds,  all ger  mains spill  at once,",-+-+-+-+-+,++-+++-+-+
That makes  in grate  ful man.,-+-+-+,-+-+-+
"Christ  mas Eve,  and twelve  of the  clock.",-+-+-+-+,+-+-+--+
"""Now they  are all  on their  knees,""",-+-+-+,+--+--+
An el  der said  as we sat  in a  flock,-+-+-+-+,-+-+--+--+
By the em  bers in hearth  side  ease.,-+-+-+,--+--+-+
We pic  tured the meek  mild crea  tures  where,-+-+-+-+,-+--+++-+
"They dwelt  in their straw  y  pen,",-+-+-+,-+--+-+
Nor did  it oc cur  to one  of us  there,-+-+-+-+,-+--+-+--+
To doubt  they were kneel  ing  then.,-+-+-+,-+--+-+
So fair  a fan  cy few  would  weave,-+-+-+-+,-+-+-+-+
"In these  years!  Yet,  I  feel,",-+-+-+,-+-+-+
"If some  one said  on Christ  mas  Eve,",-+-+-+-+,-+-+-+-+
"""Come;  see  the ox  en  kneel",-+-+-+,+--+-+
"""In the lone  ly bar  ton by yon  der  coomb",-+-+-+-+,--+-+--+-+
"Our child  hood used  to  know,""",-+-+-+,-+-+-+
"I should  go with  him in  the  gloom,",-+-+-+-+,-+-+-+-+|+-+--+-+|+--+-+-+
Hop ing  it might  be  so.,-+-+-+,+--+-+
"The night  is freez  ing  fast,",-+-+-+,-+-+-+
To- mor  row comes  De  cem ber;,-+-+-+,-+-+-+-
And win  ter  falls  of   old,-+-+-+,-+-+-+
Are with  me from  the   past;,-+-+-+,-+-+-+
And chief  ly I  re  mem ber,-+-+-+,-+-+-+-
How Dick  would hate  the   cold.,-+-+-+,-+-+-+
"Fall, win  ter, fall;  for  he,",-+-+-+,++-+-+
"Prompt hand  and head  piece  clev er,",-+-+-+,++-+-+-
"Has wo  ven a win  ter  robe,",-+-+-+,-+--+-+
And made  of earth  and   sea,-+-+-+,-+-+-+
"His ov  er coat  for  ev er,",-+-+-+,-+-+-+-
And wears  the turn  ing  globe.,-+-+-+,-+-+-+
"The night  is freez  ing fast,",-+-+-+,-+-+-+
To-mor  row comes  De cem ber;,-+-+-+,-+-+-+^
And win  ter  falls  of old,-+-+-+,-+-+-+
Are with  me from  the past;,-+-+-+,-+-+-+
And chief  ly I  re mem ber,-+-+-+,-+-+-+^
How Dick  would hate  the cold.,-+-+-+,-+-+-+
"Fall, win  ter, fall;  for he,",-+-+-+,++-+-+
Prompt hand  and head  piece clever,-+-+-+,++-+-+^
"Has wo  ven a win  ter robe,",-+-+-+,-+--+-+
And made  of earth  and sea,-+-+-+,-+-+-+
"His ov  er coat  for ev er,",-+-+-+,-+-+-+^
And wears  the turn  ing globe.,-+-+-+,-+-+-+
"Ah Sun-  flow er, wear  y of  time,",--+--+--+,-+--+--+
"Who count  est the steps  of the  Sun,",--+--+--+,-+--+--+
Seek ing af  ter that sweet  gold en  clime,--+--+--+,--+--+--+|+-+--+--+
Where the trav  el ler's jour  ney is  done;,--+--+--+,--+--+--+
"Where the Youth  pined a way  with de si  re,",--+--+--+,--+--+--+(-)|--++-+--+(-)
"And the pale  Vir gin shroud  ed in  snow,",--+--+--+,--+--+--+|--++-+--+
"A rise from  their graves and  a spi  re,",--+--+--+,-+--+--+(-)
Where my Sun-  flow er wish  es to  go.,--+--+--+,--+--+--+
A slum  ber did  my spir  it  seal;,-+-+-+-+,-+-+-+-+
I had  no hu  man  fears:,-+-+-+,--++-+|-+-+-+
She seemed  a thing  that could  not  feel,-+-+-+-+,-+-+-+-+
The touch  of earth  ly  years.,-+-+-+,-+-+-+
"No mo  tion has  she now,  no  force;",-+-+-+-+,++---+++|-+-+-+++|++-+-+++
She nei  ther hears  nor  sees;,-+-+-+,-+-+-+
"Rolled round  in earth's  di ur  nal  course,",-+-+-+-+,++-+-+-+
With rocks  and stones  and  trees.,-+-+-+,-+-+-+
"Nor less,  when spring  had warmed  the cul  tured Vale,",-+-+-+-+-+,-+-+-+-+-+
Moved we  as plun  der ers where  the moth  er bird,-+-+-+-+-+,+--+--+-+-+
Had in  high plac  es built  her lodge;  though mean,-+-+-+-+-+,--++-+-+-+
"Our ob  ject and  in glor  i ous,  yet  the end",-+-+-+-+-+,-+-+-+--+-+
Was not  ig no  ble.  Oh!  when I  have hung,-+-+-+-+-+,-+-+-+-+-+
"A bove  the ra  ven's nest,  by knots  of grass",-+-+-+-+-+,-+-+-+-+-+
And half-  inch fis  sures in  the slip  per y rock,-+-+-+-+-+,-+++---+--+
"But ill  sus tained,  and al  most (so  it seemed)",-+-+-+-+-+,-+-+-++--+
"Sus pend ed by  the blast  that blew  a main,",-+-+-+-+-+,-+-+-+-+-+
"Shoul der  ing the na  ked crag,  oh, at  that time",-+-+-+-+-+,+---+-++-++
"While on  the per  il ous ridge  I hung  a lone,",-+-+-+-+-+,-+-+--+-+-+
With what  strange ut  ter ance  did the loud  dry wind,-+-+-+-+-+,-+++----+++
Blow through  my ear!  the sky  seemed not  a sky,-+-+-+-+-+,+--+-+-+-+
Of earth— and with  what mo  tion moved  the clouds!,-+-+-+-+-+,-+--++-+-+
She dotes  on what  the wild  birds  say,-+-+-+-+,-+-+-+++|-+---+++
"Or hint  or mock  at, night  and  day,--",-+-+-+-+,-+-+-+-+
"Thrush, black  bird, all  that sing  in  May",-+-+-+-+,++-+-+-+
"And song  less plo  ver,",-+-+,-+-+-
"Hawk, her  on, owl,  and wood  peck  er.",-+-+-+-+,++-+-+-+
They ne  ver say  a word  to  her,-+-+-+-+,-+-+-+-+
A bout  her lo  ver.,-+-+,-+-+-
"She laughs  at them  for child  ish  ness,",-+-+-+-+,-+-+-+-+
She cries  at them  for care  less  ness,-+-+-+-+,-+-+-+-+
Who see  her go  ing lo  ver  less,-+-+-+-+,-+-+-+-+
Yet sing  and chat  ter,-+-+,-+-+-
"Just as  when he  was not  a  ghost,",-+-+-+-+,+-+--+-+
Nor e  ver ask  her what  she has  lost,-+-+-+-+,-+-+-+--+
Or what  is the mat  ter.,-+-+,-+--+-
Yet she  has fan  cied black  birds  hide,-+-+-+-+,-+-+-+-+
"A se  cret,  and  that thru  shes  chide",-+-+-+-+,-+-+-+-+
Be cause  she thinks  death can  di  vide,-+-+-+-+,-+-++--+
Her from  her lo  ver;,-+-+,+--+-
"And she  has slept,   try ing  to trans  late",-+-+-+-+,-+-++---+
The word  the cuck  oo cries  to his  mate,-+-+-+-+,-+-+-+--+
O ver  and o  ver.,-+-+,+--+-
"I caught  this mor ning mor ning's min ion,  king-",-+-+-+-+-+,-+-+-+-+-+
"dom of day light's dau phin, dap ple-dawn- drawn Fal con, in his  rid  ing",-+-+-+-+-+,--+-+---+-+---+-
"Of the rol ling lev el un der neath  him stead y air, and  strid  ing",-+-+-+-+-+,--+-----+-+-+-+-|-+-+-+-+--+
"High there,  how he rung  upon the rein  of a wim pling  wing",-+-+-+-+-+,+---+---+--+-+
"In his ec sta sy!   then off,  off forth  on  swing,",-+-+-+-+-+,--+---+++-+
As a skate's  heel sweeps smooth  on a bow- bend:                                                    the hurl  and  glid  ing,-+-+-+-+-+,--+--+--+--+-+-
Re buffed  the big > wind.    My heart  in  hid  ing,-+-+-+-+-+,-+-++-+-+-
"Stirred for   a bird,--  the a chieve  of, the mas tery of the  thing!",-+-+-+-+-+,+--+--+--+----+
"Brute beau ty and val lour and act, oh, air, pride, plume,  here",-+-+-+-+-+,++--+--+-++++
"Buckle!  AND the fire  that breaks  from thee  then, a  bil  lion",-+-+-+-+-+,+-+-+-+-+--+-
"Times told  love li er, more dan ger ous,                        O my che val  ier!",-+-+-+-+-+,+++---+--+---+
No won der of it:  sheer plod  makes plough  down  sillion,-+-+-+-+-+,-+---++-+-+-
"Shine,  and blue- bleak em  bers, ah  my  dear,",-+-+-+-+-+,+-+++-+-+
"Fall, gall   them selves  and gash   gold- ver  mil>sb/>ion.",-+-+-+-+-+,++---++-+-
Life of  Life!  thy  lips en  kin  dle,+-+-+-+-,+-+-+-+-
With their  love the  breath be  tween  them;,+-+-+-+-,+-+-+-+-
And thy  smiles be  fore they  dwin  dle,+-+-+-+-,+-+-+-+-
Make the  cold air  fi re;  then  screen  them,+-+-+-+-,+-+++--+-
"In those  looks, where  who so  gaz  es",+-+-+-+-,+-+-+-+-
"Faints, en  tan gled  in their  maz  es.",+-+-+-+-,+-+-+-+-
Child of  Light!  thy  limbs are  burn  ing,+-+-+-+-,+-+-+-+-
Thro' the  vest which  seems to  hide  them;,+-+-+-+-,+-+-+-+-
As the  ra di ant  lines of  morn  ing,+-+-+-+-,+-+--+-+-
Thro' the  clouds ere  they div  ide  them;,+-+-+-+-,+-++--+-
And this  at mo  sphere div  in  est,+-+-+-+-,+-+-+-+-
Shrouds thee  where so  e'er thou  shin  est.,+-+-+-+-,+-+-+-+-
"Fair are  oth ers;  none be  holds  thee,",+-+-+-+-,+-+-+-+-
But thy  voice sounds  low and  ten  der,+-+-+-+-,+-+++-+-
"Like the  fair est,  for it  folds  thee",+-+-+-+-,+-+-+-+-
"From the  sight,  that  liq uid  splen  dour,",+-+-+-+-,+-+-+-+-
"And all  feel,  yet  see thee  nev  er,",+-+-+-+-,-++-+-+-
"As I  feel now,  lost for  e  ver!",+-+-+-+-,-+-++-+-|-++++-+-
Lamp of  Earth!  where'  er thou  mov  est,+-+-+-+-,+-+-+-+-
Its dim  shapes are  clad with  bright  ness,+-+-+-+-,-++-+-+-
And the  souls of  whom thou  lov  est,+-+-+-+-,+-+-+-+-
"Walk up  on the  winds with  light  ness,",+-+-+-+-,+-+-+-+-
"Till they  fail,  as  I am  fail  ing,",+-+-+-+-,+-+-+-+-
"Diz zy,  lost, yet  un be  wail  ing!",+-+-+-+-,+-+-+-+-
"I look  in to  my  glass,",-+-+-+,-++--+|-+-+-+
"And view  my wast  ing  skin,",-+-+-+,-+-+-+
"And say,  ""Would God  it came  to  pass",-+-+-+-+,-+++-+-+
"My heart  had shrunk  as  thin!""",-+-+-+,-+-+-+
"For then,  I,  un  dis  trest",-+-+-+,-+-+-+
"By hearts  grown cold  to  me,",-+-+-+,-+++-+
Could lone  ly wait  my end  less  rest,-+-+-+-+,-+-+-+-+
With e  qua ni  mi  ty.,-+-+-+,-+-+-+
"But Time  to make  me  grieve,",-+-+-+,-+-+-+
"Part steals,  lets part  a  bide;",++-+-+,++-+-+
And shakes  this frag  ile frame  at  eve,-+-+-+-+,-+-+-+-+
With throb  bings of  noon  tide.,-+-+-+,-+--++
"Be low  the thun  ders of  the up  per  deep,",-+-+-+-+-+,-+-+-+-+-+
"Far, far  be neath  in the  a bys mal  sea,",-+-+-+-+-+,++-+---+-+
"His an  cient, dream  less, un in  va ded   sleep",-+-+-+-+-+,-+-+-+-+-+
The Kra  ken sleep  eth:  faint  est sun  lights  flee,-+-+-+-+-+,-+-+-+-+-+
A bout  his shad  ow y sides:   a bove  him  swell,-+-+-+-+-+,-+-+--+-+-+
Huge spon  ges of  mil len  ni al growth  and  height;,-+-+-+-+-+,++---+--+-+
"And far  a way  in to  the sick  ly  light,",-+-+-+-+-+,-+-+-+-+-+
From man  y a won  drous grot  and se  cret  cell,-+-+-+-+-+,-+--+-+-+-+
Un num  bered and  e nor mous pol  y  pi,-+-+-+-+-+,++---+-+-+
Win now  with gi  ant arms  the slum  ber ing  green.,-+-+-+-+-+,+--+-+-+--+
There hath  he lain  for a  ges and  will  lie,-+-+-+-+-+,+--+-+--++|+--+-+-+-+
"Bat ten ing up on  huge sea  worms in  his  sleep,",-+-+-+-+-+,+---+++---+|+---+++-+-+
Un til  the lat  ter fi  re shall heat  the  deep;,-+-+-+-+-+,-+-+-+--+-+
"Then once  by man  and an  gels to  be  seen,",-+-+-+-+-+,++-+-+---+|-+-+-+-+-+
In roar  ing he  shall rise  and on  the sur  face  die.,-+-+-+-+-+-+,-+-+-+-+-+-+
Come to  me in  the si  lence of  the  night ;,-+-+-+-+-+,+--+-+-+-+
Come in  the speak  ing si  lence of  a  dream ;,-+-+-+-+-+,+--+-+-+-+
Come with  soft round  ed cheeks  and eyes  as  bright,-+-+-+-+-+,+-++-+-+-+
As sun  light on  a  stream ;,-+-+-+,-+-+-+
"Come back  in  tears ,",-+-+,-+-+
"O mem  o ry, hope  and love  of fin  ished  years .",-+-+-+-+-+,-+--+-+-+-+
"O dream  how sweet,  too sweet,  too bit  ter-  sweet ,",-+-+-+-+-+,-+-+++-+-+|-+++++-+-+|-+++++++-+
"Whose wak  en ing should  have been  in Par  a  dise ,",-+-+-+-+-+,-+--+-+-+-+
Where souls  brim- full  of love  a bide  and  meet ;,-+-+-+-+-+,-+++-+-+-+
Where thirst  ing long  ing  eyes,-+-+-+,-+-+-+
Watch the  slow  door,-+-+,+-++
"That o  pen ing,   let  ting in,  lets out  no  more .",-+-+-+-+-+,-+--+-+-+++|-+--+-+-+-+
"Yet come  to me  in dreams,  that I  may  live",-+-+-+-+-+,-+-+-+-+-+
My ver  y life  a gain  though cold  in  death ;,-+-+-+-+-+,-+-+-+-+-+
"Come back  to me  in dreams,  that I  may  give",-+-+-+-+-+,-+-+-+-+-+
"Pulse for  pulse,   breath  for  breath :",-+-+-+,+-++-+
"Speak low,  lean  low ,",-+-+,++++
"As long  a go,  my love,  how long  a  go .",-+-+-+-+-+,-+-+-+-+-+
"My sweet  est Les  bi a, let  us live  and  love,",-+-+-+-+-+,-+-+--+-+-+
"And though  the sag  er sort  our deeds  re  prove,",-+-+-+-+-+,-+-+-+-+-+
Let us  not weigh  them.  Heaven's  great lamps  do  dive,-+-+-+-+-+,+--+-+++-+|-+-+-+++-+
"In to  their west,  and straight  a gain  re  vive,",-+-+-+-+-+,+--+-+-+-+
"But soon  as once  set is  our lit  tle  light,",-+-+-+-+-+,-+-++-++-+
Then must  we sleep  one e  ver- dur  ing  night.,-+-+-+-+-+,+--+++-+-+|+-++++-+-+
"If all  would lead  their lives  in love  like  me,",-+-+-+-+-+,-+-+-+-+-+
Then blood  y swords  and ar  mor should  not  be;,-+-+-+-+-+,-+-+-+-+-+
"No drum  nor trum  pet peace  ful sleeps  should  move,",-+-+-+-+-+,-+-+-+-+-+|++-+-+-+-+
Un less  a larm  came from  the camp  of  love.,-+-+-+-+-+,-+-++--+-+
"But fools  do live  and waste  their lit  tle  light,",-+-+-+-+-+,-+-+-+-+-+
And seek  with pain  their e  ver- dur  ing  night.,-+-+-+-+-+,-+-+-+-+-+
"When time  ly death  my life  and for  tune  ends,",-+-+-+-+-+,-+-+-+-+-+
"Let not  my hearse  be vexed  with mourn  ing  friends,",-+-+-+-+-+,-+-+-+-+-+|+--+-+-+-+
"But let  all lov  ers, rich  in tri  umph,  come",-+-+-+-+-+,-+++-+-+-+
And with  sweet pas  times grace  my hap  py  tomb;,-+-+-+-+-+,--++-+-+-+
"And Les  bi a, close  up thou  my lit  tle  light,",-+-+-+-+-+,-+--+-+-+-+
And crown  with love  my e  ver- dur  ing  night.,-+-+-+-+-+,-+-+-+-+-+
"When a man  hath no free  dom to fight  for at  home,",--+--+--+--+,--+--+--+--+
Let him com  bat for that  of his neigh  bours;,--+--+--+,--+--+--+-
"Let him think  of the glor  ies of Greece  and of  Rome,",--+--+--+--+,--+--+--+--+
"And get knocked  on the head  for his la bours,",--+--+--+,--+--+--+-
"To do good  to man kind  is the chiv  al rous  plan,",--+--+--+--+,--+--+--+--+
And is al  ways as no  bly re quit  ed;,--+--+--+,--+--+--+-
"Then bat  tle for free  dom wher e  ver you  can,",--+--+--+--+,-+--+--+--+
And if not  shot or hanged  you'll get knight  ed.,--+--+--+,--+--+--+-
"They leave  us so  to the way  we  took,",-+-+-+-+,-+-+--+-+
"As two  in whom  they were proved  mis tak  en,",-+-+-+-+,-+-+--+-+(-)
"That we sit  some times  in the way  side  nook,",-+-+-+-+,--+-+--+-+
"With mis   chie vous, va  grant, se raph ic  look,",-+-+-+-+,-+--+--+-+
And try  if we can  not feel  for sak  en.,-+-+-+-+,-+--+-+-+(-)
"Be low  the thun  ders of  the up  per  deep,",-+-+-+-+-+,-+-+-+-+-+
"Far, far  be neath  in the  ab ys mal  sea,",-+-+-+-+-+,++-+---+-+
"His an  cient, dream  less, un  in va  ded  sleep",-+-+-+-+-+,-+-+-+-+-+
The Kra  ken sleep  eth:   fain  test sun  lights  flee,-+-+-+-+-+,-+-+-+-+-+
A bout  his sha  dow y sides:   a bove  him  swell,-+-+-+-+-+,-+-+--+-+-+
Huge spon  ges of mil len  ni al growth  and  height;,-+-+-+-+-+,++---+--+-+
"And far  a way  in to  the sick  ly  light,",-+-+-+-+-+,-+-+-+-+-+
From man  y a won  drous grot and se  cret  cell,-+-+-+-+-+,-+--+-+-+-+
Un num  bered and  e nor  mous  pol  y pi pi,-+-+-+-+-+,++---+-+-+
Win now  with gi  ant arms  the slum  ber ing  green.,-+-+-+-+-+,+--+-+-+--+
There hath  he lain  for a  ges and will  lie,-+-+-+-+-+,+--+-+--++|+--+-+-+-+
"Bat ten  ing up on  huge sea  worms in  his  sleep,",-+-+-+-+-+,+---+++---+|+---+++-+-+
Un til  the lat  ter fi  re shall heat  the  deep;,-+-+-+-+-+,-+-+-+-+-+
"Then once  by man  and an  gels to  be  seen,",-+-+-+-+-+,++-+-+---+|-+-+-+-+-+
In roar  ing he  shall rise  and on  the sur  face  die.,-+-+-+-+-+,-+-+-+-+-+-+
The Brain-- is wid  er than  the  Sky,-+-+-+-+,-+-+-+-+
For--  put  them side  by  side--,-+-+-+,-+-+-+
The one  the oth  er will  con tain,-+-+-+-+,-+-+-+-+
With ease--  and You-- be  side--,-+-+-+,-+-+-+
The Brain  is deep  er than  the  sea--,-+-+-+-+,-+-+-+-+
For--  hold  them--  Blue  to  Blue--,-+-+-+,-+-+-+
The one  the oth  er will  ab sorb--,-+-+-+-+,-+-+-+-+
As spong  es--  buck  ets--  do--,-+-+-+,-+-+-+
The Brain  is just  the weight  of  God--,-+-+-+-+,-+-+-+-+
For--  Heft  them--  Pound  for  Pound--,-+-+-+,-+-+-+
And they  will dif  fer--  if  they do--,-+-+-+-+,-+-+-+-+
As Syl  lab le  from  Sound--,-+-+-+,-+-+-+
Long lines   of cliff  break ing  have left  a chas m;,-+-+-+-+-+,++-++--+-+-
And in  the chas  m are foam  and yel  low sands;,-+-+-+-+-+,-+-+--+-+-+
Be yond  red roofs  a bout  a nar  row wharf,-+-+-+-+-+,-+++-+-+-+
In clus  ter;  then  a moul  dered church;  and high er,-+-+-+-+-+,-+-+-+-+-+-
A long  street climbs  to one  tall- tow  ered mill;,-+-+-+-+-+,-+++-+++-+
And high  in hea  ven be hind  it a  gray down,-+-+-+-+-+,-+-+--+--++
"With Dan  ish bar  rows;   and  a haz  el  wood,",-+-+-+-+-+,-+-+-+-+-+
"By aut  umn nut  ters haun  ted, flour  ish es",-+-+-+-+-+,-+-+-+-+-+
Green in  a cup  like hol  low of  the down.,-+-+-+-+-+,+--+++---+|+--+-+-+-+
The old  dog barks back wards without  getting  up.,--+--+--+--+,-++++--+--+
I              can remem ber             when he  was a  pup.,-+-+-+-+-+,+--+--+--+
Full fath  om five  thy fa  ther  lies;,-+-+-+-+,++-+-+-+
Of  his bones  are cor  al  made;,-+-+-+-+,+-+-+-+
Those  are pearls  that were  his  eyes:,-+-+-+-+,+-+-+-+
"Noth  ing of  him that  doth  fade,",-+-+-+-+,+-+-+-+
But  doth suf  fer a  sea  change,-+-+-+-+,+-+--++
In  to some  thing rich  and  strange.,-+-+-+-+,+-+-+-+
Sea  nymphs ho  ur ly ring  his  knell:,-+-+-+-+,+-+--+-+
Ding- dong.,++,++
"Hark! Now  I hear  them:  Ding-  dong,  bell.",-+-+-+-+,+--+-+++
"South ward  through E  den went  a riv  er large,",-+-+-+-+-+,+--+-+-+-+
"Nor chang'd  his course,  but through  the shag  gy hill",-+-+-+-+-+,-+-+-+-+-+
"Pass'd un  der neath  in gulft,  for God  had thrown",-+-+-+-+-+,+--+-+-+-+|++-+-+-+-+
That moun  tain as  his gar  den mould  high rais'd,-+-+-+-+-+,-+---+-+++
"Up on  the rap  id cur  rent, which  through veins",-+-+-+-+-+,-+-+-+-+-+
"Of por  ous Earth  with kind  ly thirst  up- drawn,",-+-+-+-+-+,-+-+-+-+++
"Rose a  fresh foun  tain,  and  with man  y a rill",-+-+-+-+-+,+-++-+-+--+|+-++---+--+
Wa ter'd  the Gar  den;  thence  u nit  ed fell,-+-+-+-+-+,+--+-+-+-+
"Down the  steep glade,  and met  the neth  er Flood,",-+-+-+-+-+,+-++-+-+-+
"Which from  his dark  some pas  sage now  ap pears,",-+-+-+-+-+,+--+-+-+-+
"And now  div id  ed in  to four  main Streams,",-+-+-+-+-+,-+-+---+++|-+-+-+-+++
"Runs di  verse,  wan  d'ring man  y a fa  mous Realm",-+-+-+-+-+,+-++-+--+-+|++-+-+--+-+
"And coun  try where  of here  needs no  ac count,",-+-+-+-+-+,-+-+-+-+-+
"But rath  er to  tell how,  if Art  could tell,",-+-+-+-+-+,-+--++-+-+
"How from  that Sap  phire Fount  the crisp  ed Brooks,",-+-+-+-+-+,+--+-+-+-+
"Roll ing  on O  ri ent Pearl  and sands  of Gold,",-+-+-+-+-+,+--+--+-+-+
With maz  y er  ror un  der pen  dant shades,-+-+-+-+-+,-+-+-+-+-+
"Ran nec  tar,  vis  it ing  each plant,  and fed",-+-+-+-+-+,++-+--++-+
"Flow'rs worth  y of Par  a dise,  which not  nice Art",-+-+-+-+-+,++--+---+++|++--+-+-+++
"In Beds  and cur  i ous Knots,  but Na  ture boon",-+-+-+-+-+,-+-+--+-+-+
Pour'd forth  pro fuse  on Hill  and Dale  and Plain.,-+-+-+-+-+,++-+-+-+-+
Deep in  the shad  y sad  ness of  a vale,-+-+-+-+-+,+--+-+-+-+
"Far sunk  en from  the health  y breath  of morn,",-+-+-+-+-+,++---+-+-+
"Far from  the fi  e ry noon,  and eve's  one star,",-+-+-+-+-+,+--+--+-+++
"Sat gray-  hair'd Sat  urn qui  et as  a stone,",-+-+-+-+-+,++++-+---+
Still as  the si  lence round  a bout  his lair;,-+-+-+-+-+,+--+-+-+-+
For est  on for  est hung  a bove  his head,-+-+-+-+-+,+--+-+-+-+
"Like cloud  on cloud.  No stir  of air  was there,",-+-+-+-+-+,-+-+++-+-+
Not so  much life  as on  a sum  mer's day,-+-+-+-+-+,-+-+-+-+-+
"Robs not  one light  seed from  the fea  ther'd grass,",-+-+-+-+-+,+++++--+-+
"But where  the dead  leaf fell,  there did  it rest.",-+-+-+-+-+,-+-++++--+
"A stream  went voice  less by,  still dead  en'd more",-+-+-+-+-+,-+-+-+++-+
